,Unnamed: 0,p_GEO.id2,p_GEO.display-label,p_HC01_VC03,state,abbr,region,result,url
649,26449,4950150,"Millcreek city, Utah",60297,Utah,UT,Millcreek,no match,
650,3969,946450,"Meriden city, Connecticut",60241,Connecticut,CT,Meriden,"Meriden, CT",https://newhaven.craigslist.org/?search_distance=4.9&postal=06450
651,2971,656784,"Petaluma city, California",60210,California,CA,Petaluma,"Petaluma, CA",https://sfbay.craigslist.org/?search_distance=9.2&postal=94953
652,5405,1349756,"Marietta city, Georgia",60203,Georgia,GA,Marietta,"Marietta, GA",https://atlanta.craigslist.org/?search_distance=10.7&postal=30006
653,2442,628168,"Gardena city, California",60096,California,CA,Gardena,"Gardena, CA",https://losangeles.craigslist.org/?search_distance=3.3&postal=90248
654,12206,2665440,"Pontiac city, Michigan",60039,Michigan,MI,Pontiac,"Pontiac, MI",https://detroit.craigslist.org/?search_distance=3.7&postal=48340
655,3230,673430,"South Whittier CDP, California",60000,California,CA,South Whittier,no result,
656,20832,4049200,"Moore city, Oklahoma",59992,Oklahoma,OK,Moore,"Mooreland, OK",https://enid.craigslist.org/?search_distance=14.4&postal=73852
657,25937,4865600,"San Marcos city, Texas",59935,Texas,TX,San Marcos,"San Marcos, TX",https://sanmarcos.craigslist.org/?search_distance=14.1&postal=78667
658,12249,2670760,"St. Clair Shores city, Michigan",59865,Michigan,MI,St. Clair Shores,no match,
659,4517,1236062,"Kendale Lakes CDP, Florida",59812,Florida,FL,Kendale Lakes,no result,
660,7862,1854180,"Noblesville city, Indiana",59807,Indiana,IN,Noblesville,"Noblesville, IN",https://indianapolis.craigslist.org/?search_distance=6.3&postal=46061
661,2339,621230,"Eastvale city, California",59733,California,CA,Eastvale,no result,
662,4796,1258350,"Port Charlotte CDP, Florida",59654,Florida,FL,Port Charlotte,"Port Charlotte, FL",https://fortmyers.craigslist.org/?search_distance=10&postal=33949
663,22301,4241216,"Lancaster city, Pennsylvania",59556,Pennsylvania,PA,Lancaster,"Lancaster, PA",https://lancaster.craigslist.org/?search_distance=6.9&postal=17604
664,2648,640004,"La Mesa city, California",59479,California,CA,La Mesa,"La Mesa, CA",https://sandiego.craigslist.org/?search_distance=2.7&postal=91941
665,20200,3974118,"Springfield city, Ohio",59436,Ohio,OH,Springfield,"Springfield, OH",https://dayton.craigslist.org/?search_distance=8.4&postal=45506
666,5923,1639700,"Idaho Falls city, Idaho",59414,Idaho,ID,Idaho Falls,"Idaho Falls, ID",https://eastidaho.craigslist.org/?search_distance=17.5&postal=83404
667,4381,1224562,"Fountainebleau CDP, Florida",59255,Florida,FL,Fountainebleau,no result,
668,11469,2509210,"Brookline CDP, Massachusetts",59246,Massachusetts,MA,Brookline,"Brookline, MA",https://boston.craigslist.org/?search_distance=2.2&postal=02446
669,18151,3711800,"Chapel Hill town, North Carolina",59234,North Carolina,NC,Chapel Hill,"Chapel Hill, NC",https://raleigh.craigslist.org/?search_distance=12.5&postal=27515
670,3144,668364,"San Rafael city, California",59180,California,CA,San Rafael,"San Rafael, CA",https://sfbay.craigslist.org/?search_distance=7.6&postal=94903
671,29155,5613150,"Casper city, Wyoming",59171,Wyoming,WY,Casper,"Casper, WY",https://wyoming.craigslist.org/?search_distance=31.8&postal=82601
672,6995,1756640,"Orland Park village, Illinois",59161,Illinois,IL,Orland Park,"Orland Park, IL",https://chicago.craigslist.org/?search_distance=5.3&postal=60467
673,4271,1213275,"Coconut Creek city, Florida",59154,Florida,FL,Coconut Creek,no result,
674,14814,3032800,"Great Falls city, Montana",59144,Montana,MT,Great Falls,"Great Falls, MT",https://greatfalls.craigslist.org/?search_distance=24.3&postal=59403
675,27604,5338038,"Lakewood city, Washington",59102,Washington,WA,Lakewood,"Lakewood, WA",https://seattle.craigslist.org/?search_distance=6.1&postal=98499
676,2544,636056,"Huntington Park city, California",58993,California,CA,Huntington Park,"Huntington Park, CA",https://losangeles.craigslist.org/?search_distance=1.7&postal=90255
677,4932,1271569,"The Hammocks CDP, Florida",58976,Florida,FL,The Hammocks,no result,
678,12245,2670040,"Royal Oak city, Michigan",58973,Michigan,MI,Royal Oak,"Royal Oak, MI",https://detroit.craigslist.org/?search_distance=2.8&postal=48073
679,12158,2659440,"Novi city, Michigan",58835,Michigan,MI,Novi,"Novi, MI",https://annarbor.craigslist.org/?search_distance=5&postal=48376
680,2083,608142,"Brentwood city, California",58828,California,CA,Brentwood,"Brentwood, CA",https://stockton.craigslist.org/?search_distance=5.5&postal=94513
681,6371,1719642,"Des Plaines city, Illinois",58805,Illinois,IL,Des Plaines,"Des Plaines, IL",https://chicago.craigslist.org/?search_distance=4.9&postal=60019
682,10153,2158620,"Owensboro city, Kentucky",58791,Kentucky,KY,Owensboro,"Owensboro, KY",https://owensboro.craigslist.org/?search_distance=9.8&postal=42303
683,3012,658240,"Porterville city, California",58782,California,CA,Porterville,"Porterville, CA",https://visalia.craigslist.org/?search_distance=12.2&postal=93257
684,11401,2478425,"Towson CDP, Maryland",58766,Maryland,MD,Towson,"Towson, MD",https://baltimore.craigslist.org/?search_distance=3.3&postal=21204
685,24113,4703440,"Bartlett city, Tennessee",58640,Tennessee,TN,Bartlett,no match,
686,8360,1922395,"Dubuque city, Iowa",58410,Iowa,IA,Dubuque,"Dubuque, IA",https://dubuque.craigslist.org/?search_distance=9.4&postal=52002
687,17998,3681677,"White Plains city, New York",58404,New York,NY,White Plains,"White Plains, NY",https://newjersey.craigslist.org/?search_distance=3.9&postal=10601
688,26424,4944320,"Lehi city, Utah",58351,Utah,UT,Lehi,"Lehi, UT",https://provo.craigslist.org/?search_distance=3.7&postal=84043
689,3435,686328,"Woodland city, California",58324,California,CA,Woodland,"Woodland Hills, CA",https://losangeles.craigslist.org/?search_distance=3.3&postal=91364
690,10972,2408775,"Bowie city, Maryland",58290,Maryland,MD,Bowie,"Bowie, MD",https://annapolis.craigslist.org/?search_distance=8.3&postal=20720
691,4920,1270700,"Tamiami CDP, Florida",58250,Florida,FL,Tamiami,no result,
692,1977,602462,"Arcadia city, California",58156,California,CA,Arcadia,"Arcadia, CA",https://losangeles.craigslist.org/?search_distance=3.2&postal=91007
693,25730,4857176,"Pflugerville city, Texas",58013,Texas,TX,Pflugerville,"Pflugerville, TX",https://austin.craigslist.org/?search_distance=5.9&postal=78660
694,4853,1263650,"Sanford city, Florida",57979,Florida,FL,Sanford,"Sanford, FL",https://orlando.craigslist.org/?search_distance=6&postal=32772
695,7721,1840392,"Kokomo city, Indiana",57941,Indiana,IN,Kokomo,"Kokomo, IN",https://kokomo.craigslist.org/?search_distance=6.6&postal=46902
696,26031,4869596,"Spring CDP, Texas",57932,Texas,TX,Spring,"Spring, TX",https://houston.craigslist.org/?search_distance=20.3&postal=77389
697,4703,1250750,"Ocala city, Florida",57812,Florida,FL,Ocala,"Ocala, FL",https://ocala.craigslist.org/?search_distance=20.2&postal=34470
698,17893,3674183,"Tonawanda CDP, New York",57725,New York,NY,Tonawanda,"Tonawanda, NY",https://buffalo.craigslist.org/?search_distance=5&postal=14151
699,11556,2539835,"Medford city, Massachusetts",57700,Massachusetts,MA,Medford,"Medford, MA",https://boston.craigslist.org/?search_distance=2&postal=02153
700,3163,670224,"Santee city, California",57376,California,CA,Santee,"Santee, CA",https://sandiego.craigslist.org/?search_distance=5.3&postal=92071
701,3516,812415,"Castle Rock town, Colorado",57274,Colorado,CO,Castle Rock,"Castle Rock, CO",https://denver.craigslist.org/?search_distance=8.8&postal=80108
702,20825,4048350,"Midwest City city, Oklahoma",57167,Oklahoma,OK,Midwest,no match,
703,7280,1775484,"Tinley Park village, Illinois",57107,Illinois,IL,Tinley Park,"Tinley Park, IL",https://chicago.craigslist.org/?search_distance=4.4&postal=60487
704,4616,1243125,"Margate city, Florida",57045,Florida,FL,Margate,no match,
705,2313,620018,"Dublin city, California",57022,California,CA,Dublin,"Dublin, CA",https://sfbay.craigslist.org/?search_distance=3.4&postal=94568
706,11646,2569170,"Taunton city, Massachusetts",56826,Massachusetts,MA,Taunton,"Taunton, MA",https://providence.craigslist.org/?search_distance=4.4&postal=02780
707,16171,3451210,"New Brunswick city, New Jersey",56792,New Jersey,NJ,New Brunswick,"New Brunswick, NJ",https://cnj.craigslist.org/?search_distance=2.9&postal=08903
708,6961,1754820,"Oak Lawn village, Illinois",56754,Illinois,IL,Oak Lawn,"Oak Lawn, IL",https://chicago.craigslist.org/?search_distance=2&postal=60453
709,2421,625380,"Fountain Valley city, California",56640,California,CA,Fountain Valley,"Fountain Valley, CA",https://orangecounty.craigslist.org/?search_distance=2.9&postal=92728
710,2293,619192,"Diamond Bar city, California",56600,California,CA,Diamond Bar,"Diamond Bar, CA",https://inlandempire.craigslist.org/?search_distance=4.3&postal=91765
711,27826,5365922,"South Hill CDP, Washington",56379,Washington,WA,South Hill,no match,
712,14492,2965126,"St. Peters city, Missouri",56375,Missouri,MO,St. Peters,no match,
713,6156,1705573,"Berwyn city, Illinois",56367,Illinois,IL,Berwyn,"Berwyn, IL",https://chicago.craigslist.org/?search_distance=1.5&postal=60402
714,4319,1217935,"Doral city, Florida",56276,Florida,FL,Doral,no result,
715,8131,1902305,"Ankeny city, Iowa",56237,Iowa,IA,Ankeny,"Ankeny, IA",https://desmoines.craigslist.org/?search_distance=5.8&postal=50023
716,18925,3832060,"Grand Forks city, North Dakota",56236,North Dakota,ND,Grand Forks,"Grand Forks, ND",https://grandforks.craigslist.org/?search_distance=11.4&postal=58206
717,21199,4115800,"Corvallis city, Oregon",56224,Oregon,OR,Corvallis,"Corvallis, OR",https://corvallis.craigslist.org/?search_distance=15.5&postal=97330
718,11852,2621020,"Dearborn Heights city, Michigan",56201,Michigan,MI,Dearborn Heights,"Dearborn Heights, MI",https://detroit.craigslist.org/?search_distance=4.4&postal=48127
719,5629,1378800,"Valdosta city, Georgia",56036,Georgia,GA,Valdosta,"Valdosta, GA",https://valdosta.craigslist.org/?search_distance=17.9&postal=31606
720,11674,2578972,"Weymouth Town city, Massachusetts",55890,Massachusetts,MA,Weymouth Town,no result,
721,11477,2513660,"Chicopee city, Massachusetts",55778,Massachusetts,MA,Chicopee,"Chicopee, MA",https://westernmass.craigslist.org/?search_distance=5&postal=01020
722,17290,3633139,"Hempstead village, New York",55698,New York,NY,Hempstead,"Hempstead, NY",https://newyork.craigslist.org/?search_distance=2.4&postal=11550
723,24269,4733280,"Hendersonville city, Tennessee",55635,Tennessee,TN,Hendersonville,"Hendersonville, TN",https://nashville.craigslist.org/?search_distance=6.9&postal=37077
724,2498,631960,"Hanford city, California",55599,California,CA,Hanford,"Hanford, CA",https://hanford.craigslist.org/?search_distance=9&postal=93230
725,19689,3940040,"Kettering city, Ohio",55567,Ohio,OH,Kettering,no match,
726,5567,1371492,"Smyrna city, Georgia",55467,Georgia,GA,Smyrna,"Smyrna, GA",https://atlanta.craigslist.org/?search_distance=8.9&postal=30080
727,7655,1829898,"Greenwood city, Indiana",55459,Indiana,IN,Greenwood,"Greenwood, IN",https://indianapolis.craigslist.org/?search_distance=5.7&postal=46142
728,27811,5363960,"Shoreline city, Washington",55431,Washington,WA,Shoreline,no result,
729,9497,2044250,"Manhattan city, Kansas",55427,Kansas,KS,Manhattan,"Manhattan, KS",https://ksu.craigslist.org/?search_distance=14.4&postal=66503
730,2896,652582,"Novato city, California",55378,California,CA,Novato,"Novato, CA",https://sfbay.craigslist.org/?search_distance=9.8&postal=94948
731,18583,3757500,"Rocky Mount city, North Carolina",55373,North Carolina,NC,Rocky Mount,"Rocky Mount, NC",https://eastnc.craigslist.org/?search_distance=11.9&postal=27804
732,21134,4101650,"Aloha CDP, Oregon",55205,Oregon,OR,Aloha,no result,
733,25757,4858820,"Port Arthur city, Texas",55177,Texas,TX,Port Arthur,"Port Arthur, TX",https://beaumont.craigslist.org/?search_distance=26.6&postal=77640
734,16094,3438580,"Lakewood CDP, New Jersey",55135,New Jersey,NJ,Lakewood,"Lakewood, NJ",https://jerseyshore.craigslist.org/?search_distance=3.9&postal=08701
735,4855,1264175,"Sarasota city, Florida",55103,Florida,FL,Sarasota,"Sarasota, FL",https://sarasota.craigslist.org/?search_distance=13.2&postal=34238
736,4043,982800,"West Haven city, Connecticut",55044,Connecticut,CT,West Haven,"West Haven, CT",https://newhaven.craigslist.org/?search_distance=2.9&postal=06516
737,2951,655618,"Paramount city, California",55020,California,CA,Paramount,"Paramount, CA",https://losangeles.craigslist.org/?search_distance=2.5&postal=90723
738,7436,1801468,"Anderson city, Indiana",54986,Indiana,IN,Anderson,"Anderson, IN",https://muncie.craigslist.org/?search_distance=9.8&postal=46014
739,133,120104,"Decatur city, Alabama",54844,Alabama,AL,Decatur,"Decatur, AL",https://huntsville.craigslist.org/?search_distance=13.8&postal=35603
740,2523,633588,"Highland city, California",54704,California,CA,Highland,no match,
741,5992,1664090,"Pocatello city, Idaho",54658,Idaho,ID,Pocatello,"Pocatello, ID",https://eastidaho.craigslist.org/?search_distance=21&postal=83206
742,3088,662896,"Rosemead city, California",54615,California,CA,Rosemead,"Rosemead, CA",https://losangeles.craigslist.org/?search_distance=2.8&postal=91770
743,6938,1753234,"Normal town, Illinois",54531,Illinois,IL,Normal,"Normal, IL",https://huntsville.craigslist.org/?search_distance=4&postal=35762
744,6891,1751089,"Mount Prospect village, Illinois",54493,Illinois,IL,Mount Prospect,"Mount Prospect, IL",https://chicago.craigslist.org/?search_distance=2.5&postal=60056
745,15634,3209700,"Carson City, Nevada",54219,Nevada,NV,Carson,"Carson City, NV",https://reno.craigslist.org/?search_distance=13.3&postal=89702
746,2218,614890,"Colton city, California",54200,California,CA,Colton,"Colton, CA",https://inlandempire.craigslist.org/?search_distance=3.6&postal=92324
747,2453,629504,"Gilroy city, California",54159,California,CA,Gilroy,"Gilroy, CA",https://monterey.craigslist.org/?search_distance=13.9&postal=95021
748,2494,631596,"Hacienda Heights CDP, California",54155,California,CA,Hacienda Heights,"Hacienda Heights, CA",https://losangeles.craigslist.org/?search_distance=3&postal=91745
749,24991,4824768,"Euless city, Texas",54135,Texas,TX,Euless,"Euless, TX",https://dallas.craigslist.org/?search_distance=4.1&postal=76039
750,16065,3432250,"Hoboken city, New Jersey",54117,New Jersey,NJ,Hoboken,"Hoboken, NJ",https://newyork.craigslist.org/?search_distance=1&postal=07030
751,13741,2906652,"Blue Springs city, Missouri",54036,Missouri,MO,Blue Springs,"Blue Springs, MO",https://kansascity.craigslist.org/?search_distance=7&postal=64013
752,27776,5358235,"Richland city, Washington",53991,Washington,WA,Richland,"Richland, WA",https://kpr.craigslist.org/?search_distance=15.3&postal=99354
753,19496,3925256,"Elyria city, Ohio",53944,Ohio,OH,Elyria,"Elyria, OH",https://cleveland.craigslist.org/?search_distance=6.2&postal=44036
754,11612,2556585,"Revere city, Massachusetts",53864,Massachusetts,MA,Revere,"Revere, MA",https://boston.craigslist.org/?search_distance=2.3&postal=02151
755,2160,612048,"Cathedral City city, California",53733,California,CA,Cathedral,"Cathedral City, CA",https://palmsprings.craigslist.org/?search_distance=6.7&postal=92234
756,4206,1207950,"Bradenton city, Florida",53654,Florida,FL,Bradenton,"Bradenton, FL",https://sarasota.craigslist.org/?search_distance=14.1&postal=34210
757,7375,1781048,"Wheaton city, Illinois",53577,Illinois,IL,Wheaton,"Wheaton, IL",https://chicago.craigslist.org/?search_distance=2.6&postal=60187
758,1135,439370,"Lake Havasu City city, Arizona",53463,Arizona,AZ,Lake Havasu,"Lake Havasu City, AZ",https://mohave.craigslist.org/?search_distance=31.4&postal=86404
759,3380,683668,"Watsonville city, California",53452,California,CA,Watsonville,"Watsonville, CA",https://monterey.craigslist.org/?search_distance=6.6&postal=95077
760,5579,1373784,"Stonecrest city, Georgia",53420,Georgia,GA,Stonecrest,no result,
761,4993,1275875,"Wesley Chapel CDP, Florida",53414,Florida,FL,Wesley Chapel,"Wesley Chapel, FL",https://tampa.craigslist.org/?search_distance=3.7&postal=33545
762,16367,3479610,"West New York town, New Jersey",53345,New Jersey,NJ,West New York,"West New York, NJ",https://newyork.craigslist.org/?search_distance=1.3&postal=07093
763,18351,3733120,"Huntersville town, North Carolina",53302,North Carolina,NC,Huntersville,"Huntersville, NC",https://charlotte.craigslist.org/?search_distance=9.2&postal=28078
764,3449,687042,"Yucaipa city, California",53151,California,CA,Yucaipa,"Yucaipa, CA",https://palmsprings.craigslist.org/?search_distance=6.2&postal=92399
765,4736,1254075,"Palm Beach Gardens city, Florida",53119,Florida,FL,Palm Beach Gardens,no result,
766,26962,5135624,"Harrisonburg city, Virginia",53064,Virginia,VA,Harrisonburg,"Harrisonburg, VA",https://harrisonburg.craigslist.org/?search_distance=7.5&postal=22802
767,15088,3103950,"Bellevue city, Nebraska",53040,Nebraska,NE,Bellevue,"Bellevue, NE",https://omaha.craigslist.org/?search_distance=7.8&postal=68147
768,3543,816495,"Commerce City city, Colorado",52905,Colorado,CO,Commerce,"Commerce City, CO",https://denver.craigslist.org/?search_distance=3.9&postal=80037
769,18121,3709060,"Burlington city, North Carolina",52813,North Carolina,NC,Burlington,"Burlington, NC",https://greensboro.craigslist.org/?search_distance=12.3&postal=27215
770,2273,618394,"Delano city, California",52709,California,CA,Delano,"Delano, CA",https://bakersfield.craigslist.org/?search_distance=7.8&postal=93215
771,24295,4739560,"Kingsport city, Tennessee",52698,Tennessee,TN,Kingsport,"Kingsport, TN",https://tricities.craigslist.org/?search_distance=9.2&postal=37665
772,4765,1255925,"Pensacola city, Florida",52689,Florida,FL,Pensacola,"Pensacola, FL",https://pensacola.craigslist.org/?search_distance=16.2&postal=32516
773,7594,1820728,"Elkhart city, Indiana",52662,Indiana,IN,Elkhart,"Elkhart, IN",https://southbend.craigslist.org/?search_distance=9.1&postal=46516
774,11598,2552490,"Peabody city, Massachusetts",52610,Massachusetts,MA,Peabody,"Peabody, MA",https://boston.craigslist.org/?search_distance=3&postal=01960
775,24905,4820092,"DeSoto city, Texas",52596,Texas,TX,DeSoto,no match,
776,16219,3458200,"Perth Amboy city, New Jersey",52563,New Jersey,NJ,Perth Amboy,"Perth Amboy, NJ",https://newyork.craigslist.org/?search_distance=1.7&postal=08861
777,4026,974260,"Stratford CDP, Connecticut",52529,Connecticut,CT,Stratford,"Stratford, CT",https://newhaven.craigslist.org/?search_distance=4.1&postal=06614
778,993,410530,"Casa Grande city, Arizona",52501,Arizona,AZ,Casa Grande,"Casa Grande, AZ",https://phoenix.craigslist.org/?search_distance=18&postal=85130
779,13588,2869280,"Southaven city, Mississippi",52434,Mississippi,MS,Southaven,"Southaven, MS",https://memphis.craigslist.org/?search_distance=5.5&postal=38671
780,10940,2402825,"Aspen Hill CDP, Maryland",52386,Maryland,MD,Aspen Hill,no result,
781,5121,1310944,"Brookhaven city, Georgia",52382,Georgia,GA,Brookhaven,no match,
782,3971,947515,"Milford city (balance), Connecticut",52331,Connecticut,CT,Milford,"Milford, CT",https://newhaven.craigslist.org/?search_distance=4.6&postal=06460
783,2995,657526,"Placentia city, California",52294,California,CA,Placentia,"Placentia, CA",https://orangecounty.craigslist.org/?search_distance=2.7&postal=92871
784,6962,1754885,"Oak Park village, Illinois",52229,Illinois,IL,Oak Park,"Oak Park, IL",https://chicago.craigslist.org/?search_distance=2.7&postal=60304
785,3406,684816,"West Sacramento city, California",52206,California,CA,West Sacramento,"West Sacramento, CA",https://sacramento.craigslist.org/?search_distance=4.9&postal=95798
786,12930,2743252,"Minnetonka city, Minnesota",52102,Minnesota,MN,Minnetonka,"Minnetonka, MN",https://minneapolis.craigslist.org/?search_distance=2.8&postal=55345
787,9452,2039350,"Lenexa city, Kansas",52030,Kansas,KS,Lenexa,no result,
788,21133,4101000,"Albany city, Oregon",52007,Oregon,OR,Albany,"Albany, OR",https://corvallis.craigslist.org/?search_distance=9.9&postal=97322
789,13969,2924778,"Florissant city, Missouri",51952,Missouri,MO,Florissant,"Florissant, MO",https://stlouis.craigslist.org/?search_distance=6.5&postal=63031
790,22344,4242928,"Levittown CDP, Pennsylvania",51945,Pennsylvania,PA,Levittown,"Levittown, PA",https://cnj.craigslist.org/?search_distance=4.5&postal=19055
791,28704,5540775,"La Crosse city, Wisconsin",51928,Wisconsin,WI,La Crosse,"La Crosse, WI",https://lacrosse.craigslist.org/?search_distance=11.9&postal=54602
792,2455,630014,"Glendora city, California",51891,California,CA,Glendora,"Glendora, CA",https://inlandempire.craigslist.org/?search_distance=7.8&postal=91740
793,4202,1207525,"Bonita Springs city, Florida",51890,Florida,FL,Bonita Springs,"Bonita Springs, FL",https://fortmyers.craigslist.org/?search_distance=8.4&postal=34134
794,17398,3642081,"Levittown CDP, New York",51839,New York,NY,Levittown,"Levittown, NY",https://longisland.craigslist.org/?search_distance=2.1&postal=11756
795,4777,1256975,"Pinellas Park city, Florida",51788,Florida,FL,Pinellas Park,"Pinellas Park, FL",https://tampa.craigslist.org/?search_distance=2.9&postal=33782
796,25111,4830644,"Grapevine city, Texas",51733,Texas,TX,Grapevine,"Grapevine, TX",https://dallas.craigslist.org/?search_distance=4.4&postal=76099
797,2941,655184,"Palm Desert city, California",51675,California,CA,Palm Desert,"Palm Desert, CA",https://palmsprings.craigslist.org/?search_distance=17.6&postal=92260
798,5852,1612250,"Caldwell city, Idaho",51634,Idaho,ID,Caldwell,"Caldwell, ID",https://boise.craigslist.org/?search_distance=9.4&postal=83607
799,6616,1735411,"Hoffman Estates village, Illinois",51631,Illinois,IL,Hoffman Estates,"Hoffman Estates, IL",https://chicago.craigslist.org/?search_distance=6.7&postal=60169
800,14129,2937592,"Joplin city, Missouri",51540,Missouri,MO,Joplin,"Joplin, MO",https://joplin.craigslist.org/?search_distance=8.2&postal=64804
801,11730,2605920,"Battle Creek city, Michigan",51505,Michigan,MI,Battle Creek,"Battle Creek, MI",https://battlecreek.craigslist.org/?search_distance=12.8&postal=49037
802,21459,4173650,"Tigard city, Oregon",51355,Oregon,OR,Tigard,no result,
803,12021,2642820,"Kentwood city, Michigan",51154,Michigan,MI,Kentwood,no match,
804,3778,857630,"Parker town, Colorado",51125,Colorado,CO,Parker,"Parker, CO",https://denver.craigslist.org/?search_distance=11&postal=80134
805,12401,2701900,"Apple Valley city, Minnesota",51109,Minnesota,MN,Apple Valley,no match,
806,16227,3459190,"Plainfield city, New Jersey",51097,New Jersey,NJ,Plainfield,"Plainfield, NJ",https://newyork.craigslist.org/?search_distance=7.4&postal=07062
807,15257,3119595,"Grand Island city, Nebraska",51042,Nebraska,NE,Grand Island,"Grand Island, NE",https://grandisland.craigslist.org/?search_distance=10.8&postal=68802
808,27027,5144984,"Leesburg town, Virginia",51015,Virginia,VA,Leesburg,"Leesburg, VA",https://frederick.craigslist.org/?search_distance=9.4&postal=20178
809,4277,1214250,"Coral Gables city, Florida",50909,Florida,FL,Coral Gables,no result,
810,17339,3637737,"Irondequoit CDP, New York",50890,New York,NY,Irondequoit,no result,
811,3942,922700,"East Hartford CDP, Connecticut",50812,Connecticut,CT,East Hartford,"East Hartford, CT",https://hartford.craigslist.org/?search_distance=4.9&postal=06118
812,20609,4023950,"Enid city, Oklahoma",50809,Oklahoma,OK,Enid,"Enid, OK",https://enid.craigslist.org/?search_distance=11.1&postal=73702
813,19722,3941664,"Lakewood city, Ohio",50778,Ohio,OH,Lakewood,"Lakewood, OH",https://cleveland.craigslist.org/?search_distance=2.4&postal=44107
814,27381,5308850,"Burien city, Washington",50729,Washington,WA,Burien,no result,
815,1947,600947,"Aliso Viejo city, California",50691,California,CA,Aliso Viejo,"Aliso Viejo, CA",https://orangecounty.craigslist.org/?search_distance=8.2&postal=92698
816,12612,2718188,"Edina city, Minnesota",50603,Minnesota,MN,Edina,no match,
817,3097,663218,"Rowland Heights CDP, California",50572,California,CA,Rowland Heights,"Rowland Heights, CA",https://inlandempire.craigslist.org/?search_distance=3.3&postal=91748
818,996,411230,"Catalina Foothills CDP, Arizona",50202,Arizona,AZ,Catalina Foothills,no result,
819,2169,612552,"Cerritos city, California",50145,California,CA,Cerritos,"Cerritos, CA",https://orangecounty.craigslist.org/?search_distance=1.8&postal=90703
820,11425,2483775,"Wheaton CDP, Maryland",50095,Maryland,MD,Wheaton,no match,
821,11275,2456337,"North Bethesda CDP, Maryland",50056,Maryland,MD,North Bethesda,no result,
822,26430,4945860,"Logan city, Utah",49957,Utah,UT,Logan,"Logan, UT",https://logan.craigslist.org/?search_distance=14.5&postal=84322
823,27720,5351300,"Olympia city, Washington",49928,Washington,WA,Olympia,"Olympia, WA",https://seattle.craigslist.org/?search_distance=16.1&postal=98502
824,26733,5103320,"Ashburn CDP, Virginia",49895,Virginia,VA,Ashburn,"Ashburn, VA",https://frederick.craigslist.org/?search_distance=6.6&postal=20148
825,3020,658520,"Poway city, California",49874,California,CA,Poway,"Poway, CA",https://sandiego.craigslist.org/?search_distance=5.8&postal=92064
826,17896,3675484,"Troy city, New York",49826,New York,NY,Troy,"Troy, NY",https://albany.craigslist.org/?search_distance=6&postal=12183
827,25063,4828068,"Galveston city, Texas",49706,Texas,TX,Galveston,"Galveston, TX",https://galveston.craigslist.org/?search_distance=16.3&postal=77554
