baths,beds,contentLen,craigId,date,latitude,link,longitude,numPic,postDate,price,reposts,size,title,updateDate,zipcode
2.0,3,55,6850106868,Mar 25,47.290792,https://seattle.craigslist.org/see/apa/d/federal-way-with-wood-burning-fireplace/6850106868.html,-122.332339,21,"2019-03-25T10:59:15-0700,2019-03-25T10:59:15-0700",1895,0,1200,With a WOOD burning FIREPLACE! You'll be WARM all Winter long!,"2019-03-25T10:59:15-0700,2019-03-25T10:59:15-0700",
1.0,1,23,6850106618,Mar 25,47.616181,https://seattle.craigslist.org/see/apa/d/seattle-elegant-quartz-countertops/6850106618.html,-122.331418,16,"2019-03-25T10:59:02-0700,2019-03-25T10:59:02-0700",2859,0,744,"Elegant quartz countertops, Solar room-darkening shades, Tech niches","2019-03-25T10:59:02-0700,2019-03-25T10:59:02-0700",
2.0,2,21,6850070346,Mar 25,47.624731,https://seattle.craigslist.org/see/apa/d/seattle-be-part-of-something-special-at/6850070346.html,-122.337137,5,"2019-03-25T10:26:11-0700,2019-03-25T10:26:11-0700",4325,0,1021,Be A Part Of Something Special At HELM,"2019-03-25T10:26:11-0700,2019-03-25T10:26:11-0700",
1.0,2,30,6848366565,Mar 25,47.4441,https://seattle.craigslist.org/see/apa/d/seattle-stop-looking-come-on-over-to/6848366565.html,-122.3249,16,"2019-03-23T07:16:06-0700,2019-03-23T07:16:06-0700,2019-03-25T09:57:58-0700",1199,0,850,Stop Looking-Come on Over to Normandy Park Villa...,"2019-03-23T07:16:06-0700,2019-03-23T07:16:06-0700,2019-03-25T09:57:58-0700",
1.0,2,30,6848362739,Mar 25,47.4441,https://seattle.craigslist.org/see/apa/d/spacious-2-bedroom-apartment-with/6848362739.html,-122.3249,15,"2019-03-23T07:11:31-0700,2019-03-23T07:11:31-0700,2019-03-25T09:57:57-0700",1199,0,850,SPACIOUS 2 BEDROOM APARTMENT WITH BALCONY,"2019-03-23T07:11:31-0700,2019-03-23T07:11:31-0700,2019-03-25T09:57:57-0700",
1.0,0,19,6850008328,Mar 25,47.559402,https://seattle.craigslist.org/see/apa/d/seattle-mfte-studio-available-call-us/6850008328.html,-122.381054,24,"2019-03-25T09:30:44-0700,2019-03-25T09:30:44-0700",1141,0,439,MFTE Studio Available! Call Us Today To Find Out Details!,"2019-03-25T09:30:44-0700,2019-03-25T09:30:44-0700",
1.0,2,54,6850006956,Mar 25,47.534617,https://seattle.craigslist.org/see/apa/d/seattle-ground-level-2x1-opens-to/6850006956.html,-122.376344,14,"2019-03-25T09:29:32-0700,2019-03-25T09:29:32-0700",1630,0,760,Ground Level 2x1 Opens to Massive Enclosed Courtyard! Pets OK!,"2019-03-25T09:29:32-0700,2019-03-25T09:29:32-0700",
1.0,2,15,6829573523,Mar 25,47.7377,https://seattle.craigslist.org/see/apa/d/seattle-large-bedrooms-great-location/6829573523.html,-122.3431,4,"2019-02-27T11:20:27-0800,2019-02-27T11:20:27-0800,2019-03-25T08:52:54-0700",1595,0,900,Large Bedrooms - Great Location!,"2019-02-27T11:20:27-0800,2019-02-27T11:20:27-0800,2019-03-25T08:52:54-0700",
1.0,2,15,6839759183,Mar 25,47.70442,https://seattle.craigslist.org/see/apa/d/seattle-gorgeous-2-bedroom-loft/6839759183.html,-122.347071,4,"2019-03-12T11:30:51-0700,2019-03-12T11:30:51-0700,2019-03-25T08:52:29-0700",1495,0,750,Gorgeous 2 bedroom Loft,"2019-03-12T11:30:51-0700,2019-03-12T11:30:51-0700,2019-03-25T08:52:29-0700",
1.0,1,5,6840493326,Mar 25,47.62732,https://seattle.craigslist.org/see/apa/d/seattle-stunning-queen-anne-1-bdrm-with/6840493326.html,-122.364938,19,"2019-03-13T09:57:50-0700,2019-03-13T09:57:50-0700,2019-03-25T08:30:44-0700",1505,0,600,Stunning Queen Anne 1-bdrm with Water and/or Space Needle View,"2019-03-13T09:57:50-0700,2019-03-13T09:57:50-0700,2019-03-25T08:30:44-0700",
1.0,2,8,6841512408,Mar 25,47.7377,https://seattle.craigslist.org/see/apa/d/seattle-two-bed-one-bath-apartment/6841512408.html,-122.3431,11,"2019-03-14T13:17:40-0700,2019-03-14T13:17:40-0700,2019-03-25T11:01:50-0700",2295,0,850,TWO BED / ONE BATH APARTMENT AVAILABLE,"2019-03-14T13:17:40-0700,2019-03-14T13:17:40-0700,2019-03-25T11:01:50-0700",
,,5,6849753039,Mar 25,47.5344,https://seattle.craigslist.org/see/apa/d/seattle-2-bd-1ba-home-open-floor-plan/6849753039.html,-122.3547,3,"2019-03-25T03:37:26-0700,2019-03-25T03:37:26-0700",1700,0,,- ))_*___*2 bd 1ba Home w/ open floor plan and lots of light!@,"2019-03-25T03:37:26-0700,2019-03-25T03:37:26-0700",
1.0,0,8,6827561468,Mar 25,47.618157,https://seattle.craigslist.org/see/apa/d/seattle-no-credit-check-required/6827561468.html,-122.349041,6,"2019-02-25T01:56:50-0800,2019-02-25T01:56:50-0800,2019-03-25T05:29:15-0700",1695,0,,No Credit Check Required!,"2019-02-25T01:56:50-0800,2019-02-25T01:56:50-0800,2019-03-25T05:29:15-0700",
