,Unnamed: 0,Unnamed: 0.1,p_GEO.id2,p_GEO.display-label,p_HC01_VC03,county_fips,SNAPSPTH16,FMRKTPTH16,PCT_FMRKT_SNAP16,PCT_FMRKT_WIC16,PCT_FMRKT_WICCASH16,PCT_FMRKT_SFMNP16,QUA_FMRKT_SNAP16,QUA_FMRKT_WIC16,QUA_FMRKT_WICCASH16,QUA_FMRKT_SFMNP16
913,913,13309,2806220,"Biloxi city, Mississippi",45328,[6019],0.9607125790000001,0.01530745,0.1333333333,0.06666666667,0.1333333333,0.1333333333,0.002040993332823085,0.0010204966667176915,0.002040993332823085,0.002040993332823085
914,914,1957,601290,"Altadena CDP, California",45236,[34025],0.539003738,0.015978372,0.1,0.3,0.5,0.4,0.0015978372000000002,0.0047935116000000005,0.007989186,0.006391348800000001
915,915,11499,2521990,"Everett city, Massachusetts",45212,[18137],0.751115117,0.104000555,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.034666851663199987,0.034666851663199987,0.034666851663199987,0.034666851663199987
916,916,8066,1882862,"West Lafayette city, Indiana",45110,[24041],0.8941824490000001,0.026825473,0.0,1.0,1.0,1.0,0.0,0.026825473,0.026825473,0.026825473
917,917,2349,621880,"El Dorado Hills CDP, California",45104,[35006],0.8064418329999999,0.0,,,,,,,,
918,918,19389,3916014,"Cleveland Heights city, Ohio",45024,[18039],0.727496675,0.024536144,0.2,0.4,0.2,0.6,0.0049072288,0.0098144576,0.0049072288,0.0147216864
919,919,11448,2501640,"Arlington CDP, Massachusetts",44992,[18165],0.9587727709999999,0.0,,,,,,,,
920,920,4943,1271900,"Titusville city, Florida",44984,[49035],0.49493737,0.00980957,0.6363636364,0.09090909091,0.0,0.09090909091,0.0062424536367203486,0.0008917790909180088,0.0,0.0008917790909180088
921,921,4952,1273163,"University CDP (Hillsborough County), Florida",44979,[],,,,,,,,,,
922,922,21536,4202184,"Altoona city, Pennsylvania",44749,[38029],2.092050209,0.0,,,,,,,,
923,923,16280,3465790,"Sayreville borough, New Jersey",44744,[48289],0.948995125,0.0,,,,,,,,
924,924,4294,1215968,"Cutler Bay town, Florida",44721,[49043],0.545810901,0.049619172999999996,0.5,0.0,0.0,0.0,0.024809586499999998,0.0,0.0,0.0
925,925,20216,3975098,"Strongsville city, Ohio",44711,[18053],1.090577707,0.059757683,0.0,0.5,0.0,0.5,0.0,0.0298788415,0.0,0.0298788415
926,926,16037,3428680,"Hackensack city, New Jersey",44673,[48363],1.099110018,0.0,,,,,,,,
927,927,1429,505320,"Bentonville city, Arkansas",44601,[28093],1.319795536,0.027932181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,928,27015,5143432,"Lake Ridge CDP, Virginia",44552,[55019],0.8247243679999999,0.17362618300000002,0.0,0.8333333333,0.33333333330000003,0.8333333333,0.0,0.14468848582754582,0.05787539432754581,0.14468848582754582
929,929,1787,555310,"Pine Bluff city, Arkansas",44509,[28145],0.9684103940000001,0.03532196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,930,26725,5101912,"Annandale CDP, Virginia",44504,[55055],0.592811423,0.070901034,0.16666666670000002,0.33333333330000003,0.33333333330000003,0.16666666670000002,0.011816839002363369,0.023633677997636635,0.023633677997636635,0.011816839002363369
931,931,19468,3922694,"Dublin city, Ohio",44442,[17137],0.957882351,0.029174082,0.0,0.0,1.0,1.0,0.0,0.0,0.029174082,0.029174082
932,932,2204,614260,"Coachella city, California",44382,[36017],1.034397579,0.10292513199999999,0.0,0.2,0.0,0.0,0.0,0.020585026399999998,0.0,0.0
933,933,11450,2502690,"Attleboro city, Massachusetts",44326,[18099],0.80727153,0.042959017,0.5,0.0,0.5,0.5,0.0214795085,0.0,0.0214795085,0.0214795085
934,934,11453,2503690,"Barnstable Town city, Massachusetts",44325,[],,,,,,,,,,
935,935,4376,1224300,"Fort Pierce city, Florida",44248,[49041],0.7719314740000001,0.0,,,,,,,,
936,936,2265,617988,"Danville town, California",44205,[34023],0.51389385,0.008362473,0.28571428569999996,0.4285714286,0.14285714289999998,0.4285714286,0.002389277999880536,0.003583917000238928,0.0011946390003583916,0.003583917000238928
937,937,4700,1250575,"Oakland Park city, Florida",44085,[51021],0.767695378,0.153539076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,938,27361,5307380,"Bothell city, Washington",44082,[56025],0.533693654,0.037019212999999995,0.6666666667,0.0,0.0,0.0,0.024679475334567304,0.0,0.0,0.0
939,939,26758,5107784,"Blacksburg town, Virginia",44079,[55065],0.253685907,0.119381603,0.0,0.5,0.5,0.0,0.0,0.0596908015,0.0596908015,0.0
940,940,25135,4831928,"Haltom City city, Texas",44059,[48029],0.638822061,0.010369787,0.45,0.1,0.35,0.4,0.00466640415,0.0010369787,0.00362942545,0.0041479148
941,941,23257,4287048,"York city, Pennsylvania",44058,[37179],0.650909508,0.008825892,0.5,0.5,0.0,0.5,0.004412946,0.004412946,0.0,0.004412946
942,942,4691,1249475,"North Miami Beach city, Florida",43963,[49027],0.820597658,0.0,,,,,,,,
943,943,15747,3283800,"Whitney CDP, Nevada",43955,[34007],0.855467346,0.023522493,0.16666666670000002,0.33333333330000003,0.0,0.16666666670000002,0.0039204155007840835,0.007840830999215917,0.0,0.0039204155007840835
944,944,2346,621782,"El Centro city, California",43932,[36001],0.84885887,0.051805754,0.1875,0.375,0.0625,0.1875,0.009713578875,0.01942715775,0.003237859625,0.009713578875
945,945,6767,1744407,"Lombard village, Illinois",43776,[27101],0.600312162,0.120062432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,946,2712,642524,"Lompoc city, California",43762,[36045],0.8903040190000001,0.140343491,0.1875,0.1875,0.1875,0.125,0.026314404562499998,0.026314404562499998,0.026314404562499998,0.017542936375
947,947,2019,604758,"Beaumont city, California",43641,[35043],0.45179839200000005,0.049287097,0.28571428569999996,0.5714285713999999,0.14285714289999998,0.5714285713999999,0.014082027713581611,0.028164055427163222,0.0070410138592551606,0.028164055427163222
948,948,1278,466820,"Sierra Vista city, Arizona",43585,[20091],0.43473847,0.013688058999999999,0.25,0.0,0.0,0.5,0.0034220147499999997,0.0,0.0,0.0068440294999999995
949,949,4689,1249425,"North Lauderdale city, Florida",43574,[49041],0.7719314740000001,0.0,,,,,,,,
950,950,26295,4907690,"Bountiful city, Utah",43568,[17073],0.886093074,0.0,,,,,,,,
951,951,24164,4715400,"Cleveland city, Tennessee",43496,[40013],0.98376963,0.0,,,,,,,,
952,952,17198,3627485,"Freeport village, New York",43380,[39105],1.1315315320000001,0.0,,,,,,,,
953,953,24725,4811428,"Burleson city, Texas",43296,[42129],0.701676898,0.028132719,0.0,0.1,0.0,0.1,0.0,0.0028132719000000003,0.0,0.0028132719000000003
954,954,11602,2553960,"Pittsfield city, Massachusetts",43289,[18137],0.751115117,0.104000555,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.034666851663199987,0.034666851663199987,0.034666851663199987,0.034666851663199987
955,955,4707,1251075,"Ocoee city, Florida",43194,[51071],1.394079611,0.059322537,1.0,0.0,0.0,0.0,0.059322537,0.0,0.0,0.0
956,956,17967,3679246,"West Babylon CDP, New York",43168,[39061],0.852182489,0.01853914,0.46666666669999995,0.33333333330000003,0.2,0.0,0.008651598667284637,0.006179713332715362,0.003707828,0.0
957,957,11618,2559105,"Salem city, Massachusetts",43146,[18137],0.751115117,0.104000555,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.33333333330000003,0.034666851663199987,0.034666851663199987,0.034666851663199987,0.034666851663199987
958,958,6366,1719161,"DeKalb city, Illinois",43141,[28009],0.655453372,0.0,,,,,,,,
959,959,2840,649278,"Morgan Hill city, California",43136,[35025],0.9116020779999999,0.0,,,,,,,,
960,960,14716,3008950,"Bozeman city, Montana",43132,[6053],0.636250705,0.027571502,0.5,0.5,0.41666666669999997,0.5,0.013785751,0.013785751,0.011488125834252383,0.013785751
961,961,3114,665028,"San Bruno city, California",43105,[36025],1.180721833,0.19770226,0.11111111109999999,0.7777777777999999,0.44444444439999997,0.44444444439999997,0.021966917775581084,0.15376842444883781,0.08786767110232434,0.08786767110232434
962,962,14125,2937000,"Jefferson City city, Missouri",43092,[15007],0.642102486,0.194366158,0.07142857142999999,0.0,0.0,0.0,0.013883297000277664,0.0,0.0,0.0
963,963,4136,1200950,"Altamonte Springs city, Florida",43084,[50017],1.034498657,0.138317369,0.25,0.25,0.5,0.25,0.03457934225,0.03457934225,0.0691586845,0.03457934225
964,964,28577,5526275,"Fond du Lac city, Wisconsin",42910,[54071],1.122772184,0.141823855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,965,1191,451600,"Oro Valley town, Arizona",42889,[20139],0.925750594,0.126238717,0.5,0.0,0.0,0.5,0.0631193585,0.0,0.0,0.0631193585
966,966,2026,604996,"Bell Gardens city, California",42845,[36059],0.441486106,0.017627616999999998,0.5,0.5416666667,0.25,0.5416666667,0.008813808499999999,0.009548292542254252,0.0044069042499999996,0.009548292542254252
967,967,15770,3314200,"Concord city, New Hampshire",42717,[48427],1.673892476,0.0,,,,,,,,
968,968,26792,5111464,"Burke CDP, Virginia",42710,[55033],0.574146982,0.044738726,0.5,0.5,0.5,0.5,0.022369363,0.022369363,0.022369363,0.022369363
969,969,6868,1749867,"Moline city, Illinois",42644,[27095],0.631459574,0.07732158,0.5,0.0,0.0,0.0,0.03866079,0.0,0.0,0.0
970,970,19505,3925970,"Fairfield city, Ohio",42589,[18017],0.922363358,0.026353239,0.0,0.0,1.0,1.0,0.0,0.0,0.026353239,0.026353239
971,971,16082,3436510,"Kearny town, New Jersey",42487,[48365],0.925847097,0.0,,,,,,,,
972,972,3037,659514,"Rancho Palos Verdes city, California",42463,[35027],1.2138212640000001,0.205877812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,973,26611,5010675,"Burlington city, Vermont",42453,[28069],0.909458367,0.0,,,,,,,,
974,974,17302,3634374,"Hicksville CDP, New York",42368,[39005],0.716034196,0.037277267999999995,0.5,0.0,0.0,0.0,0.018638633999999998,0.0,0.0,0.0
975,975,25869,4862828,"Rockwall city, Texas",42316,[46079],0.46479200600000004,0.0,,,,,,,,
976,976,3078,662546,"Rohnert Park city, California",42305,[34025],0.539003738,0.015978372,0.1,0.3,0.5,0.4,0.0015978372000000002,0.0047935116000000005,0.007989186,0.006391348800000001
977,977,6142,1704845,"Belleville city, Illinois",42283,[27151],0.867041795,0.106168383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,978,16112,3440350,"Linden city, New Jersey",42230,[48315],0.9690877440000001,0.0,,,,,,,,
979,979,22991,4273808,"State College borough, Pennsylvania",42224,[38077],0.39238468,0.061150859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,980,9023,1979950,"Urbandale city, Iowa",42222,[21177],0.915839457,0.06445790900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,981,7303,1777005,"Urbana city, Illinois",42141,[27037],0.505605777,0.019162319,0.125,0.125,0.0,0.0,0.002395289875,0.002395289875,0.0,0.0
982,982,26510,4964340,"Riverton city, Utah",41997,[17063],0.670803841,0.019826715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,983,1224,457450,"Prescott Valley town, Arizona",41995,[20101],1.8337408309999998,0.0,,,,,,,,
984,984,7045,1760287,"Plainfield village, Illinois",41978,[27137],0.773827383,0.055005501,0.4545454545,0.09090909091,0.0,0.09090909091,0.025002500452045204,0.005000500090959096,0.0,0.005000500090959096
985,985,12114,2653780,"Midland city, Michigan",41958,[8093],0.174764069,0.05825469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,986,2082,608100,"Brea city, California",41921,[36063],0.833498616,0.037778974,0.375,0.625,0.5,0.625,0.01416711525,0.02361185875,0.018889487,0.02361185875
987,987,26865,5121344,"Danville city, Virginia",41911,[55079],0.838371268,0.02522471,0.2916666667,0.375,0.125,0.33333333330000003,0.007357207084174157,0.00945926625,0.00315308875,0.008408236665825844
988,988,5481,1359735,"Peachtree Corners city, Georgia",41907,[26019],1.005387359,0.284543592,0.4,0.2,0.0,0.4,0.1138174368,0.0569087184,0.0,0.1138174368
989,989,12938,2743864,"Moorhead city, Minnesota",41801,[12061],0.7901004859999999,0.019793749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,990,1156,444270,"Marana town, Arizona",41720,[20115],0.798106561,0.165125495,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0825627475
991,991,5820,1579700,"Waipahu CDP, Hawaii",41715,[51171],0.941903108,0.069484655,0.6666666667,0.0,0.0,0.0,0.04632310333564949,0.0,0.0,0.0
992,992,11669,2576030,"Westfield city, Massachusetts",41667,[18131],1.02685624,0.0,,,,,,,,
993,993,6207,1709447,"Buffalo Grove village, Illinois",41551,[26163],1.308664587,0.016005798999999998,0.7142857143000001,0.5357142857,0.07142857142999999,0.5357142857,0.011432713571657226,0.008574535178342774,0.0011432713571657223,0.008574535178342774
994,994,24135,4708280,"Brentwood city, Tennessee",41524,[39175],0.730928053,0.090424089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,995,23302,4480780,"Woonsocket city, Rhode Island",41508,[8067],0.45844345,0.035956349,0.5,0.0,0.0,0.0,0.0179781745,0.0,0.0,0.0
996,996,6122,1704013,"Bartlett village, Illinois",41487,[27093],0.587768643,0.04327131099999999,1.0,0.0,0.0,0.0,0.04327131099999999,0.0,0.0,0.0
997,997,1223,457380,"Prescott city, Arizona",41468,[20091],0.43473847,0.013688058999999999,0.25,0.0,0.0,0.5,0.0034220147499999997,0.0,0.0,0.0068440294999999995
998,998,11536,2535075,"Leominster city, Massachusetts",41446,[18103],0.815149235,0.0,,,,,,,,
999,999,11004,2414125,"Catonsville CDP, Maryland",41440,[19065],0.922509225,0.19946145399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,11458,2505595,"Beverly city, Massachusetts",41431,[18113],0.692724296,0.062974936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1001,16774,3574520,"South Valley CDP, New Mexico",41391,[48157],0.386853328,0.0026981920000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,1002,26091,4872530,"The Colony city, Texas",41388,[47167],0.7870740420000001,0.016312415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,1003,27051,5148952,"Manassas city, Virginia",41379,[55078],1.323626737,0.0,,,,,,,,
1004,1004,9401,2033625,"Hutchinson city, Kansas",41316,[6107],1.019140512,0.023890348,0.2727272727,0.2727272727,0.2727272727,0.2727272727,0.0065155494538939,0.0065155494538939,0.0065155494538939,0.0065155494538939
1005,1005,27473,5320750,"Edmonds city, Washington",41309,[72113],,,,,,,,,,
1006,1006,4013,968100,"Shelton city, Connecticut",41282,[19155],0.641148939,0.021371631000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,1007,12889,2739878,"Mankato city, Minnesota",41241,[12115],0.6059592460000001,0.014543022,0.8333333333,0.0,0.0,0.0,0.012119184999515233,0.0,0.0,0.0
1008,1008,4724,1253150,"Ormond Beach city, Florida",41238,[51117],1.748025379,0.03237084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,1009,19515,3927048,"Findlay city, Ohio",41237,[17117],0.927579797,0.0,,,,,,,,
1010,1010,8244,1911755,"Cedar Falls city, Iowa",41167,[21195],1.453224342,0.033027826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,1011,2128,610345,"Campbell city, California",41164,[36045],0.8903040190000001,0.140343491,0.1875,0.1875,0.1875,0.125,0.026314404562499998,0.026314404562499998,0.026314404562499998,0.017542936375
1012,1012,24838,4816612,"Coppell city, Texas",41138,[48113],0.630715893,0.004271871,0.3636363636,0.0,0.0,0.0,0.0015534076362082956,0.0,0.0,0.0
1013,1013,23434,4529815,"Goose Creek city, South Carolina",41040,[5115],0.618019515,0.031358284,0.0,0.5,0.0,0.0,0.0,0.015679142,0.0,0.0
1014,1014,24777,4814236,"Channelview CDP, Texas",40983,[48051],1.11204955,0.0,,,,,,,,
1015,1015,4687,1249350,"North Fort Myers CDP, Florida",40916,[51047],0.6738813570000001,0.03993371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,1016,23214,4285152,"Wilkes-Barre city, Pennsylvania",40887,[36071],0.66036409,0.04219298,0.3125,0.6875,0.5,0.5625,0.013185306249999999,0.029007673749999997,0.02109649,0.02373355125
1017,1017,27030,5145957,"Linton Hall CDP, Virginia",40832,[55033],0.574146982,0.044738726,0.5,0.5,0.5,0.5,0.022369363,0.022369363,0.022369363,0.022369363
1018,1018,5030,1278250,"Winter Garden city, Florida",40799,[51069],0.577462954,0.0,,,,,,,,
1019,1019,25215,4835528,"Huntsville city, Texas",40727,[46103],0.6682088039999999,0.036572432,0.5,0.0,0.0,0.0,0.018286216,0.0,0.0,0.0
1020,1020,17054,3618157,"Coram CDP, New York",40713,[39041],0.353756178,0.025450085,0.0,0.2,0.0,0.4,0.0,0.0050900170000000005,0.0,0.010180034000000001
1021,1021,11503,2523875,"Fitchburg city, Massachusetts",40666,[18121],0.753968254,0.11904761900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,1022,7245,1773157,"Streamwood village, Illinois",40615,[27105],0.991700232,0.0,,,,,,,,
1023,1023,7072,1762367,"Quincy city, Illinois",40587,[28035],1.308475588,0.065807657,0.4,0.2,0.0,0.4,0.026323062800000005,0.013161531400000002,0.0,0.026323062800000005
1024,1024,9894,2117848,"Covington city, Kentucky",40578,[5003],0.9271910990000001,0.09759906300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,1025,25988,4867496,"Sherman city, Texas",40543,[48123],0.762840482,0.047927150999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,1026,11286,2458300,"Odenton CDP, Maryland",40479,[19015],0.763229308,0.037690336,1.0,1.0,1.0,1.0,0.037690336,0.037690336,0.037690336,0.037690336
1027,1027,2656,640340,"La Puente city, California",40451,[34025],0.539003738,0.015978372,0.1,0.3,0.5,0.4,0.0015978372000000002,0.0047935116000000005,0.007989186,0.006391348800000001
1028,1028,11524,2530840,"Holyoke city, Massachusetts",40362,[18127],0.53588492,0.017879386,0.0,0.33333333330000003,0.0,0.0,0.0,0.0059597953327373545,0.0,0.0
1029,1029,25390,4842016,"Leander city, Texas",40338,[47005],1.3425752469999999,0.0,,,,,,,,
1030,1030,6338,1717887,"Crystal Lake city, Illinois",40331,[27153],0.918169438,0.041266042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,1031,3124,667042,"San Gabriel city, California",40315,[35045],0.796554251,0.026069047999999997,0.6666666667,1.0,0.0,1.0,0.0173793653342023,0.026069047999999997,0.0,0.026069047999999997
1032,1032,2657,640354,"La Quinta city, California",40305,[36063],0.833498616,0.037778974,0.375,0.625,0.5,0.625,0.01416711525,0.02361185875,0.018889487,0.02361185875
1033,1033,23649,4570405,"Sumter city, South Carolina",40286,[5091],1.0257991340000001,0.045675657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,1034,20298,3980892,"Warren city, Ohio",40244,[18035],0.8787257540000001,0.017300588999999998,0.0,0.5,0.0,0.0,0.0,0.008650294499999999,0.0,0.0
1035,1035,6248,1711332,"Carol Stream village, Illinois",40231,[27087],1.158889905,0.182982617,1.0,1.0,0.0,0.0,0.182982617,0.182982617,0.0,0.0
1036,1036,11155,2436075,"Hagerstown city, Maryland",40222,[19061],0.7628630040000001,0.030926878999999997,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.020617919334364226,0.020617919334364226,0.020617919334364226,0.020617919334364226
1037,1037,18330,3731060,"Hickory city, North Carolina",40157,[42043],0.88811515,0.021921252000000002,0.16666666670000002,0.0,0.0,0.0,0.0036535420007307094,0.0,0.0,0.0
1038,1038,12896,2740382,"Maplewood city, Minnesota",40127,[12101],0.696276895,0.007806889,0.0,0.25,0.25,0.25,0.0,0.00195172225,0.00195172225,0.00195172225
1039,1039,13130,2759350,"Shakopee city, Minnesota",40024,[12086],0.5578193929999999,0.012901109,0.37142857139999996,0.0,0.0,0.0,0.0047918404853456815,0.0,0.0,0.0
1040,1040,2109,609710,"Calexico city, California",39953,[36029],0.884320653,0.024971608,0.2173913043,0.3913043478,0.34782608700000006,0.4347826087,0.005428610433588314,0.009771498781957263,0.008685776696737897,0.01085722086967379
1041,1041,4519,1236121,"Kendall West CDP, Florida",39952,[],,,,,,,,,,
1042,1042,2904,653070,"Oakley city, California",39950,[35013],0.615448297,0.023341907999999998,0.4,0.6,0.2,0.6,0.009336763199999999,0.0140051448,0.004668381599999999,0.0140051448
1043,1043,3992,956200,"Norwich city, Connecticut",39875,[19133],0.899078445,0.0,,,,,,,,
1044,1044,4417,1227322,"Greenacres city, Florida",39827,[],,,,,,,,,,
1045,1045,180,126896,"Florence city, Alabama",39824,[29113],0.657414611,0.03618796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,1046,980,408220,"Bullhead City city, Arizona",39824,[20091],0.43473847,0.013688058999999999,0.25,0.0,0.0,0.5,0.0034220147499999997,0.0,0.0,0.0068440294999999995
1047,1047,28830,5556375,"New Berlin city, Wisconsin",39779,[53047],1.119025846,0.09626028800000001,0.5,0.5,0.5,0.5,0.04813014400000001,0.04813014400000001,0.04813014400000001,0.04813014400000001
1048,1048,11549,2538715,"Marlborough city, Massachusetts",39771,[18157],0.595114654,0.021269921,0.0,0.5,0.5,0.25,0.0,0.0106349605,0.0106349605,0.00531748025
1049,1049,5395,1348288,"Mableton CDP, Georgia",39745,[26073],0.7353422559999999,0.028057574,1.0,1.0,0.0,1.0,0.028057574,0.028057574,0.0,0.028057574
1050,1050,19723,3941720,"Lancaster city, Ohio",39732,[17167],0.861607738,0.010126634,0.5,0.5,0.5,0.5,0.005063317,0.005063317,0.005063317,0.005063317
1051,1051,7119,1765442,"Romeoville village, Illinois",39682,[27001],1.016064515,0.0,,,,,,,,
1052,1052,23453,4534045,"Hilton Head Island town, South Carolina",39666,[5101],0.987063172,0.252016129,0.0,0.0,1.0,0.0,0.0,0.0,0.252016129,0.0
1053,1053,27763,5356695,"Puyallup city, Washington",39637,[56033],0.546357616,0.066225166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,1054,24931,4821628,"Duncanville city, Texas",39636,[48071],0.586898586,0.0,,,,,,,,
1055,1055,27367,5307695,"Bremerton city, Washington",39584,[56045],1.220748111,0.276395799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,1056,11683,2581035,"Woburn city, Massachusetts",39500,[18113],0.692724296,0.062974936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,1057,11094,2426600,"Essex CDP, Maryland",39494,[19003],1.015434606,0.270782562,0.0,1.0,0.0,1.0,0.0,0.270782562,0.0,0.270782562
1058,1058,25412,4843012,"Little Elm city, Texas",39471,[48055],0.5365110989999999,0.024294842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,1059,2257,617568,"Culver City city, California",39432,[34041],0.49085355399999997,0.037517469,0.25,0.25,0.0,0.0,0.00937936725,0.00937936725,0.0,0.0
1060,1060,26196,4877272,"Weslaco city, Texas",39420,[45051],1.090715244,0.024818361,0.75,0.75,0.75,0.625,0.01861377075,0.01861377075,0.01861377075,0.015511475625
1061,1061,27060,5149792,"Marumsco CDP, Virginia",39390,[],,,,,,,,,,
1062,1062,4891,1267575,"South Miami Heights CDP, Florida",39312,[49057],0.487760543,0.004039425,1.0,0.0,0.0,0.0,0.004039425,0.0,0.0,0.0
1063,1063,11434,2486475,"Woodlawn CDP (Baltimore County), Maryland",39296,[19011],0.6323203239999999,0.1945601,0.0,0.6,0.2,0.6,0.0,0.11673606,0.038912020000000005,0.11673606
1064,1064,4433,1228452,"Hallandale Beach city, Florida",39285,[50027],0.861923983,0.180193167,0.6,0.2,0.3,0.2,0.10811590019999999,0.0360386334,0.054057950099999995,0.0360386334
1065,1065,11474,2513205,"Chelsea city, Massachusetts",39272,[18113],0.692724296,0.062974936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,1066,19597,3932592,"Grove City city, Ohio",39266,[18089],0.811642647,0.016466123,0.125,0.25,0.0,0.125,0.002058265375,0.00411653075,0.0,0.002058265375
1067,1067,16471,3516420,"Clovis city, New Mexico",39255,[48217],1.209244424,0.0,,,,,,,,
1068,1068,11034,2417900,"Clinton CDP, Maryland",39230,[19065],0.922509225,0.19946145399999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,1069,24244,4728960,"Germantown city, Tennessee",39230,[40015],1.1446808990000001,0.0,,,,,,,,
1070,1070,13483,2846640,"Meridian city, Mississippi",39213,[5149],1.005320465,0.0,,,,,,,,
1071,1071,10932,2401600,"Annapolis city, Maryland",39151,[19083],1.233600372,0.23220712899999998,0.5,0.5,0.5,0.5,0.11610356449999999,0.11610356449999999,0.11610356449999999,0.11610356449999999
1072,1072,2934,654806,"Pacifica city, California",39141,[36029],0.884320653,0.024971608,0.2173913043,0.3913043478,0.34782608700000006,0.4347826087,0.005428610433588314,0.009771498781957263,0.008685776696737897,0.01085722086967379
1073,1073,13796,2911242,"Cape Girardeau city, Missouri",39092,[15007],0.642102486,0.194366158,0.07142857142999999,0.0,0.0,0.0,0.013883297000277664,0.0,0.0,0.0
1074,1074,15864,3402080,"Atlantic City city, New Jersey",39075,[48255],0.8522354790000001,0.0,,,,,,,,
1075,1075,1297,470320,"Sun City CDP, Arizona",39000,[20091],0.43473847,0.013688058999999999,0.25,0.0,0.0,0.5,0.0034220147499999997,0.0,0.0,0.0068440294999999995
1076,1076,29068,5584475,"Wausau city, Wisconsin",38934,[53057],0.808531626,0.040426581,0.8,0.8,0.0,0.8,0.032341264800000005,0.032341264800000005,0.0,0.032341264800000005
1077,1077,25355,4841212,"Lancaster city, Texas",38871,[47019],1.072233431,0.0,,,,,,,,
1078,1078,4930,1271564,"The Acreage CDP, Florida",38845,[51015],0.50779809,0.013333867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,1079,19656,3936610,"Huber Heights city, Ohio",38825,[17091],0.8787239720000001,0.054541488,0.0,0.0,0.0,0.33333333330000003,0.0,0.0,0.0,0.01818049599818195
1080,1080,25216,4835576,"Hurst city, Texas",38813,[47117],1.065329782,0.062666458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,1081,25049,4827648,"Friendswood city, Texas",38811,[47189],0.743078201,0.015062396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,1082,11365,2471200,"Severna Park CDP, Maryland",38725,[19083],1.233600372,0.23220712899999998,0.5,0.5,0.5,0.5,0.11610356449999999,0.11610356449999999,0.11610356449999999,0.11610356449999999
1083,1083,5031,1278275,"Winter Haven city, Florida",38663,[51107],0.29365151300000003,0.023319385,0.11111111109999999,0.0,0.0,0.0,0.0025910427775186736,0.0,0.0,0.0
1084,1084,4728,1253575,"Oviedo city, Florida",38655,[51089],1.396313215,0.0,,,,,,,,
1085,1085,3242,673962,"Stanton city, California",38648,[34033],0.751413498,0.01576392,1.0,0.0,1.0,1.0,0.01576392,0.0,0.01576392,0.01576392
1086,1086,2826,648788,"Montclair city, California",38613,[34031],0.971397822,0.011812303,0.5,0.33333333330000003,0.16666666670000002,0.5,0.0059061515,0.00393743433293959,0.0019687171670604102,0.0059061515
1087,1087,20318,3983342,"Westerville city, Ohio",38604,[18031],0.974384039,0.037596812,1.0,1.0,0.0,1.0,0.037596812,0.037596812,0.0,0.037596812
